perf_var,perf_var,x1,x2,x3,x4,x5,x6,x7,x8,x9
10,10,0.9,28,6,327,5,9.07145,0.565719,21.9,4.86
160,160,0.1,22.4,2,720,17.143,1.35715,0.801438,7.3,10.08
0,0,0.2,12.8,,0,0.7145,0,0.188562,,19.62
90,90,2.3,24.8,16,0,7.857,7.5,0.895719,58.4,23.4
1180,1180,27.3,36.8,6,15,109.2855,0.2143,3.347157,21.9,12.24
10,10,3.7,20.8,14,0,19.2855,0.07145,0.094281,51.1,5.04
1010,1010,48.6,256.8,10,6,18.5715,3.64285,3.865719,36.5,0.36
0,0,0.4,29.6,8,0,0,0,0.471438,29.2,3.06
80,80,3.8,12,,0,8.5715,0.07145,2.168562,,17.28
50,50,14.3,22.4,,3,41.4285,0.14285,0.612843,,24.12
0,0,0,29.6,,0,0,0,0.094281,,50.4
1420,1420,82.8,307.2,14,405,356.4285,0.2143,3.441438,51.1,30.78
30,30,2.6,260.8,,117,33.5715,0.07145,4.808562,,1.44
0,0,0.5,18.4,,111,2.857,1.5,0.235719,,31.32
0,0,1.4,19.2,,327,11.4285,0,0.471438,,7.92
510,510,16.8,22.4,,0,182.143,12.5,0.188562,,20.7
,,,144.8,6,,5,1.5625,2.51625,21.9,0.36
,,,22.4,12,,0.7145,0,1.178562,43.8,0.18
0,0,0,4.8,10,0,0,0,0.094281,36.5,0.18
,,2.8,8.8,,0,0,0,0.282843,,0.18
,,0.5,0.8,,0,0,0,0.141438,,5.22
,,0,12,,0,0,0,0.094281,,0.18
0,0,0.9,21.6,8,0,0,1.07145,0.141438,29.2,60.84
10,10,0.4,13.6,18,0,0,0,0.33,65.7,4.68
10,10,1.4,9.6,,0,0,0,0.471438,,2.52
0,0,0.5,21.6,12,0,0,0.07145,0.047157,43.8,17.82
,,0.9,7.2,4,0,0,0,0.188562,14.6,7.02
,,0.5,15.2,6,0,0,0.07145,0.141438,21.9,11.7
,,0,23.2,2,0,0,0,0.047157,7.3,334.62
,,0,28,10,0,0,0,0.141438,36.5,0.18
0,0,2,29.6,,0,0,0.2857,0.754281,,20.52
0,0,0.1,24,,0,0,0,0.141438,,13.32
120,120,12,284,,3,0,0.85715,9.145719,,2.88
0,0,0.7,282.4,8,0,0,0.125,0.37125,29.2,31.68
40,40,3.3,20.8,22,0,0,0.07145,0.377157,80.3,24.3
130,130,7.4,24.8,22,9,0,0.07145,1.084281,80.3,21.96
0,0,0,24,6,0,0,0,,21.9,3.42
,,0,16.8,6,0,0,0,,21.9,12.6
0,0,0,21.6,8,114,0,0.07145,,29.2,0.18
0,0,0.2,18.4,,0,1.4285,0,,,1.8
10,10,0.6,15.2,4,108,5,2.42855,,14.6,26.28
0,0,0,18.4,,0,0,0,,,11.16
0,0,0.3,27.2,,3,2.143,0.07145,,,25.02
0,0,0,21.6,6,0,0,0,,21.9,4.86
0,0,0,20,,99,0,0,,,0.18
10,10,0,17.6,,0,1.4285,3.42855,,,42.12
0,0,0,16.8,,0,7.857,0.07145,,,0.54
0,0,0,25.6,,0,0,0,,,6.84
0,0,0,16,,303,0,0,,,25.56
0,0,0,30.4,,318,0,0,,,31.14
0,0,0,25.6,,318,0,0,,,2.34
80,80,0.2,16,,330,7.143,18.57145,,,1.62
0,0,0,15.2,,342,0,0,,,0.9
0,0,0,27.2,,339,0,0,,,67.86
0,0,0,19.2,6,0,5,0.07145,,21.9,1.8
0,0,0.2,19.2,2,0,1.4285,0.35715,,7.3,38.34
0,0,0,18.4,6,0,0,0,,21.9,12.42
0,0,0,22.4,14,0,2.857,0,,51.1,0.18
0,0,0.4,34.4,6,339,5.7145,2.07145,,21.9,0.18
60,60,3.1,20.8,,3,25.7145,2.7143,,,4.14
0,0,1.2,24,,0,10,0,,,4.14
0,0,0.1,23.2,,279,0.7145,0,,,1.62
,,0.3,12.8,8,0,2.143,0.14285,,29.2,29.34
0,0,0,14.4,,0,0,0.42855,,,11.16
0,0,0.1,12.8,,324,0.7145,0,,,18.54
0,0,0,20.8,10,0,0,0,,36.5,10.8
,,0,19.2,6,0,0,0,,21.9,48.78
0,0,0,22.4,6,0,0,0.07145,,21.9,7.56
0,0,0,16,,0,0,0,,,1.26
40,40,1.5,13.6,,0,12.857,0.2857,,,0.36
10,10,0,22.4,,0,0.7145,0,,,4.5
0,0,0.2,10.4,,324,0.7145,0.64285,,,205.92
10,10,0.8,18.4,8,3,7.857,0.07145,,29.2,1.8
10,10,0.1,29.6,,0,0.7145,0.2857,,,25.92
0,0,0,19.2,,117,0,5.42855,,,0.9
0,0,0,19.2,6,117,0,0,,21.9,3.96
0,0,1,18.4,,3,7.143,0,,,3.06
0,0,0,13.6,,0,0,0,,,1.62
0,0,0,20,,0,0,0,,,1.44
0,0,0,16,6,117,0,0,,21.9,10.98
0,0,0,20.8,,0,0,0,,,1.44
0,0,0,18.4,,111,0,0.14285,,,0.18
0,0,0,16.8,,114,0,0,,,1.98
0,0,0,17.6,,0,0,0,,,0.36
0,0,0.6,16.8,6,114,4.2855,0.14285,,21.9,0.18
10,10,0,20.8,6,120,0.7145,0.57145,,21.9,0.36
0,0,0.2,16,6,348,1.4285,0.57145,,21.9,0.18
0,0,0,21.6,4,117,0,2.5,,14.6,5.58
,,0,15.2,,117,0,0,,,9.36
0,0,0.3,17.6,,0,2.143,0,,,0.36
10,10,0.2,19.2,,0,5.7145,10.64285,,,12.06
0,0,0.4,23.2,,0,3.5715,0.07145,,,1.62
0,0,0.2,12,,111,1.4285,0,,,22.14
0,0,0.6,31.2,2,114,0,0.5,,7.3,11.88
0,0,0.1,23.2,,0,0.7145,0,,,3.06
0,0,0,22.4,,111,0,0.07145,,,1.08
70,70,0.9,15.2,,0,15.7145,0,,,0.54
0,0,0.1,22.4,,114,2.143,0,,,0.18
10,10,0,17.6,,0,0.7145,0,,,6.12
0,0,0,20,,0,0,0,,,181.62
180,180,0,24.8,14,0,12.143,0,,51.1,4.68
0,0,0,26.4,14,0,0,0.7857,,51.1,6.12
0,0,0.1,26.4,2,0,0,0,,7.3,0.36
0,0,0,58.4,8,342,0,0.07145,,29.2,0.18
0,0,1,36,8,108,5,7.14285,,29.2,37.62
140,140,0.7,20,,315,15,0.14285,,,3.42
,,2.4,14.4,,3,19.2855,0,,,53.1
,,0,14.4,,0,0,0,,,2.7
0,0,0,22.4,,306,0,0,,,5.22
10,10,3.6,22.4,6,3,27.143,0.64285,,21.9,14.22
0,0,0,24,,0,0,0,,,0.18
0,0,0,24.8,,0,0,0.07145,,,0.18
40,40,0,21.6,,0,5,3.5,,,4.32
0,0,0,20.8,,117,0,0,,,0.72
0,0,0,24.8,6,120,0,2.57145,,21.9,2.34
20,20,0.2,16.8,,0,4.2855,0,,,1.8
0,0,0.6,16,6,0,4.2855,0,,21.9,27.18
,,0,23.2,,0,0.7145,0,,,138.24
,,0,22.4,,0,0,0,,,1.62
0,0,0,29.6,,0,7.143,0,,,1.44
0,0,0,24,6,0,2.143,0.14285,,21.9,0.54
0,0,0,13.6,6,117,0,0,,21.9,0.18
0,0,0,14.4,,0,0,0,,,0.54
0,0,0,15.2,,111,2.857,2.2143,,,0.18
0,0,0,11.2,,105,0.7145,0,,,7.92
0,0,1.5,13.6,,114,12.143,0.07145,,,9
0,0,0,18.4,,117,0,0,,,0.18
0,0,0,26.4,,330,0,2.14285,,,5.04
0,0,0,27.2,,309,0,0,,,1.98
0,0,0,11.2,8,117,0,0.35715,,29.2,5.94
20,20,0,18.4,6,114,1.4285,0.42855,,21.9,2.52
0,0,0,14.4,8,102,0,0,,29.2,0.36
0,0,0,24.8,6,264,0,2.5,,21.9,2.7
0,0,0,19.2,8,0,0,0,,29.2,8.64
0,0,0.1,23.2,6,0,1.4285,0.5,,21.9,0.36
0,0,0.1,27.2,2,0,1.4285,1.35715,,7.3,0.72
20,20,6.6,232,,0,61.4285,0.07145,1.367157,,0.18
60,60,0.6,17.6,14,0,2.857,3.2143,0.188562,51.1,1.98
60,60,5.1,23.2,,0,12.143,0.64285,0.424281,,43.02
10,10,0.4,23.2,,0,0,0.07145,0.141438,,22.86
210,210,11.8,20.8,8,0,24.2855,1.5,0.424281,29.2,11.16
120,120,2.5,24,6,0,12.857,0.14285,0.235719,21.9,3.42
0,0,1.8,22.4,6,318,7.143,0,0.047157,21.9,19.26
130,130,8.4,28,6,306,45,0.14285,0.282843,21.9,0.36
210,210,14,239.2,18,120,67.143,0.57145,4.431438,65.7,12.42
,,0.1,14.4,,0,0,0,0.188562,,5.58
0,0,0.2,13.6,,0,0,0,0.141438,,1.62
0,0,1.3,15.2,,0,0,0,0.235719,,5.94
,,0.2,9.6,,0,0,0,0.094281,,211.14
10,10,0.7,12,14,3,0,0.7857,0.424281,51.1,7.92
0,0,0.9,17.6,,3,0,0,1.744281,,2.34
390,390,77.8,298.4,2,492,0,0,6.128562,7.3,36.18
60,60,8,19.2,4,3,0,0.42855,2.31,14.6,9.72
0,0,0.2,19.2,8,0,0,0.07145,0.094281,29.2,21.78
40,40,0.9,25.6,16,0,0,0.07145,0.471438,58.4,4.5
20,20,1.9,13.6,28,0,0,1.85715,0.471438,102.2,1.98
0,0,1.5,32,14,0,0,1.2857,0.565719,51.1,19.98
100,100,33,155.2,100,66,0,1.2857,3.064281,365,5.4
150,150,28.1,12.8,24,6,0,0.2857,4.195719,87.6,5.58
0,0,0.1,35.2,10,0,0,0,0.282843,36.5,2.7
0,0,1,16.8,24,117,0,0.7143,0.188562,87.6,47.16
,,0.1,14.4,8,0,0.7145,0,0.188562,29.2,0.36
180,180,2.9,28,6,0,0,3.42855,0.895719,21.9,0.36
130,130,1.4,17.6,2,0,0,0.07145,0.66,7.3,0.36
0,0,0,22.4,6,0,0,0,0.235719,21.9,2.88
400,400,26.7,28.8,26,3,0,0.2143,3.017157,94.9,5.22
920,920,80,648,18,906,473.5715,1.57145,5.704281,65.7,6.12
90,90,3.7,17.6,6,0,0,0,0.612843,21.9,2.7
100,100,7.6,20.8,6,0,0,0.14285,0.942843,21.9,9
30,30,2.7,261.6,10,3,0,0,1.744281,36.5,2.52
30,30,4,16,8,0,6.4285,1,1.367157,29.2,35.82
760,760,34.1,708,28,675,0,0.3125,5.115,102.2,10.8
10,10,0.3,21.6,,0,2.857,0.07145,0.612843,,1.08
0,0,1,22.4,,108,0,0.5,0.2475,,13.5
40,40,0.1,19.2,6,0,0,0,1.225719,21.9,8.64
20,20,0.6,13.6,2,111,2.143,0,0.094281,7.3,6.48
50,50,0,19.2,10,117,0,0,0.094281,36.5,0.36
10,10,2.5,11.2,6,117,3.5715,0,0.99,21.9,52.02
0,0,4.5,15.2,6,99,10,0,1.037157,21.9,12.78
250,250,5,30.4,8,0,6.875,0.25,0.5775,29.2,15.12
70,70,3.7,16.8,,0,9.2855,0,0.282843,,19.44
20,20,1,23.2,24,0,0,0.2143,0.33,87.6,2.16
100,100,0.3,21.6,12,0,0,0,0.45375,43.8,1.98
400,400,7.4,20.8,96,0,0,0,0.754281,350.4,48.42
50,50,0.4,28,18,0,0,0,0.28875,65.7,0.36
160,160,5.5,154.4,2,3,0,1,1.272843,7.3,3.06
0,0,0.2,29.6,16,0,0,0,0.094281,58.4,5.04
20,20,0.7,22.4,8,3,3.5715,0,0.282843,29.2,16.56
30,30,3.7,24,8,0,1.4285,0,0.33,29.2,35.46
60,60,3.7,5.6,6,0,8.5715,0.14285,0.518562,21.9,1.26
810,810,27.3,136.8,14,0,41.4285,0.07145,2.451438,51.1,76.68
10,10,0.3,7.2,2,0,0,0,0.141438,7.3,0.54
0,0,5.2,21.6,6,117,13.75,0,1.7325,21.9,22.86
10,10,1,29.6,10,342,5,0,0.801438,36.5,1.26
10,10,0.2,24.8,4,657,1.4285,0,0.424281,14.6,1.26
190,190,7,19.2,8,0,0,2.2143,0.66,29.2,3.24
160,160,10.1,79.2,4,99,0,5.14285,1.744281,14.6,2.52
0,0,1,16.8,8,0,0,1.85715,0.612843,29.2,2.34
0,0,0,15.2,6,108,0,0,0.282843,21.9,1.08
10,10,0.6,24,8,0,0,0,0.188562,29.2,10.8
90,90,4,20.8,10,0,0,0.57145,0.471438,36.5,0.18
20,20,2.8,16.8,6,117,2.857,0.92855,1.98,21.9,106.74
10,10,1.7,12.8,6,324,0,0.57145,0.612843,21.9,12.24
160,160,12.5,15.2,28,114,53.5715,2.2857,0.942843,102.2,37.26
0,0,2.3,12.8,16,651,7.143,0,0.754281,58.4,10.44
20,20,1.3,18.4,8,3,1.4285,1.5,0.848562,29.2,1.08
100,100,3.9,18.4,8,0,6.875,0,0.99,29.2,33.48
,,0,14.4,,0,0,0,0.047157,,5.4
,,1.1,16,6,0,0,0,0.471438,21.9,32.76
,,4.5,5.6,2,0,29.2855,0.07145,0.754281,7.3,0.18
,,1.8,16,,0,11.4285,0.07145,0.99,,166.68
,,2.2,23.2,12,0,1.4285,0,0.518562,43.8,6.3
0,0,0,16,,0,0,0,0.047157,,0.18
60,60,3.6,12,78,0,0,1.14285,0.66,284.7,9.54
0,0,0.8,20.8,24,3,0,0,0.235719,87.6,40.86
0,0,0.5,19.2,6,0,0,0,0.377157,21.9,20.52
10,10,0.4,20.8,6,0,0,0,0.377157,21.9,0.18
30,30,2.3,16,8,0,9.2855,1.14285,0.377157,29.2,74.7
10,10,0.3,28.8,8,0,0,0,0.094281,29.2,14.58
330,330,22.4,22.4,16,3,43.5715,0.14285,2.168562,58.4,16.2
420,420,31.7,15.2,,3,1.25,0.9375,3.0525,,91.98
0,0,2.1,206.4,6,3,1.4285,0,0.424281,21.9,28.08
0,0,0.3,1.6,,117,1.4285,0,0.047157,,12.78
110,110,1.1,20.8,6,0,3.5715,0,0.33,21.9,3.78
130,130,3.5,7.2,6,0,0,0,1.44375,21.9,0.54
20,20,2.3,8.8,14,0,0,1.7857,1.32,51.1,21.42
60,60,4.7,15.2,12,3,0,0.35715,1.131438,43.8,1.8
50,50,6.5,7.2,10,0,17.143,0.07145,1.367157,36.5,11.88
100,100,0.1,16.8,6,0,4.2855,0,0.565719,21.9,1.08
0,0,0.1,22.4,8,117,0,0,0.70125,29.2,0.18
0,0,0,20.8,2,0,0,0,0.188562,7.3,8.1
70,70,5,24,,0,0,0,0.282843,,0.36
0,0,0,27.2,,114,0,0,0.141438,,0.36
20,20,2,20,6,0,0,0,0.707157,21.9,23.76
40,40,4.5,28,4,0,5.625,0.4375,1.19625,14.6,52.56
130,130,0.3,16,14,0,4.2855,0,0.895719,51.1,4.14
0,0,0,20,14,0,0,0,0.047157,51.1,0.18
20,20,3.6,17.6,12,6,0,0,1.131438,43.8,0.18
120,120,19.2,21.6,8,3,71.4285,1.2143,1.555719,29.2,69.66
580,580,12.3,19.2,28,0,30.7145,1.5,1.32,102.2,5.94
0,0,3.5,28.8,,6,0,0,0.471438,,81.9
0,0,0.8,17.6,,0,0.7145,0,0.047157,,396.18
200,200,0.9,9.6,,0,12.857,0.2143,1.65,,7.02
0,0,0,18.4,,114,0.7145,0,0.235719,,8.46
20,20,4.9,26.4,10,0,0,1.92855,0.282843,36.5,2452.5
10,10,2.2,14.4,6,0,0,0.14285,0.612843,21.9,7.02
230,230,1,24.8,6,0,0,0,1.131438,21.9,4.14
80,80,7.4,27.2,12,0,0,0,1.461438,43.8,16.92
50,50,1.5,16,12,0,0,0.3125,0.70125,43.8,2.34
190,190,18.6,16.8,2,111,58.5715,0,3.582843,7.3,210.42
0,0,1,17.6,4,120,0.7145,0,0.377157,14.6,5.22
90,90,13.7,17.6,6,3,22.857,2.64285,3.064281,21.9,6.3
,,0.3,0,4,0,0,0,0.188562,14.6,0.18
,,0.9,16.8,,120,0,0,0.141438,,19.98
,,0.4,16,14,0,3.75,0.25,0.99,51.1,0.36
,,3.3,12,6,0,3.5715,0,2.027157,21.9,0.36
,,0,16,16,0,0,0,0.37125,58.4,0.36
,,0.4,28,8,0,0,0.07145,0.047157,29.2,1.26
,,0.6,20.8,8,0,0,1.14285,0.235719,29.2,259.38
,,2.8,17.6,6,3,7.857,0.07145,0.377157,21.9,9.9
90,90,2.9,34.4,,0,0,0.07145,0.33,,40.32
0,0,0,150.4,,0,0,0,0.094281,,0.18
290,290,7.1,20.8,8,0,0,1.35715,1.037157,29.2,43.92
10,10,4.6,27.2,12,0,0,0.5,0.707157,43.8,7.92
10,10,1.2,11.2,6,0,0,0.2143,0.471438,21.9,0.18
10,10,1.4,20.8,16,0,0,0,0.20625,58.4,14.4
10,10,1.8,24,36,0,0,0,0.471438,131.4,1.62
70,70,2.6,35.2,14,0,0,1.7143,0.377157,51.1,10.98
0,0,1.6,24,12,0,0,0.2143,0.188562,43.8,254.16
0,0,1.5,25.6,6,0,8.5715,0,0.235719,21.9,18.72
20,20,0.2,22.4,16,0,9.2855,0,0.518562,58.4,0.18
0,0,1.8,16.8,12,0,0,0,0.047157,43.8,28.98
0,0,0.5,26.4,10,0,0,0,0.141438,36.5,0.36
10,10,2,24.8,12,0,4.2855,0.35715,0.282843,43.8,3.78
100,100,14,18.4,16,12,79.2855,0.2857,0.282843,58.4,12.06
10,10,7.1,18.4,16,120,20,0.14285,1.272843,58.4,37.26
0,0,0.6,119.2,10,3,0,0,0.188562,36.5,4.5
440,440,26.2,329.6,10,666,0,0,3.488562,36.5,43.2
10,10,2.3,8.8,2,0,0,0,0.45375,7.3,0.18
0,0,1.5,29.6,6,3,22.857,0,0.235719,21.9,25.2
10,10,1.6,22.4,,0,0,0,0.707157,,117
10,10,1.8,26.4,8,0,0,0,0.141438,29.2,10.8
70,70,5,18.4,4,3,0,0,0.754281,14.6,10.62
260,260,64.4,356.8,100,39,0,9.92855,9.522843,365,10.08
0,0,0.1,24,6,0,0,0,0.094281,21.9,11.52
420,420,24.2,16,,0,0,0,3.3,,78.12
160,160,14.2,452,12,228,0,0.1875,1.485,43.8,9
120,120,0,15.2,10,0,0,0,0.047157,36.5,4.32
40,40,0.1,12.8,6,0,0,0,0.094281,21.9,3.6
70,70,1.6,20,10,0,0,0,0.282843,36.5,1.62
110,110,0,15.2,14,0,2.857,0,0.141438,51.1,7.38
50,50,2.3,12.8,6,105,0.625,0.5625,0.495,21.9,0.72
10,10,0.1,20,,0,0,0,0.188562,,4.14
10,10,0.2,16.8,,0,0,0,0.188562,,33.48
0,0,0.6,23.2,,330,0,0,0.141438,,77.76
20,20,0.3,16,2,0,0,0.85715,0.235719,7.3,1.8
0,0,1.7,28.8,,0,0,0,0.707157,,23.76
20,20,0,18.4,,0,0,0,0.141438,,1.8
0,0,0.7,22.4,,0,0.7145,0,0.141438,,6.48
40,40,1,16,,117,2.857,0,0.942843,,3.24
0,0,1.1,16.8,,117,3.5715,0,0.33,,0.36
0,0,1.6,11.2,6,0,0,0.42855,0.424281,21.9,34.92
30,30,1,16,8,0,0,0,0.66,29.2,7.2
110,110,0,19.2,,0,0,0,0.12375,,1.98
0,0,0.5,17.6,6,0,0,0,0.188562,21.9,6.12
10,10,0.4,9.6,2,0,0,0,0.235719,7.3,3.06
50,50,1.4,22.4,6,0,0,0.07145,0.471438,21.9,1.44
0,0,0.1,15.2,,0,0.7145,0,0.895719,,34.38
500,500,1.4,22.4,,0,0,0.07145,1.225719,,0.18
30,30,3.5,18.4,6,3,0,0,0.33,21.9,54.54
70,70,3.1,11.2,6,0,0,0,0.33,21.9,12.24
130,130,6.3,12,8,0,0,0,0.66,29.2,67.32
30,30,2.7,15.2,38,0,0,0.07145,0.518562,138.7,24.84
110,110,0.8,46.4,12,3,0,0,0.377157,43.8,3.6
40,40,0.6,17.6,8,114,0,0.42855,0.377157,29.2,32.4
0,0,3.5,27.2,16,117,16.4285,0,0.66,58.4,3.6
0,0,0.2,26.4,6,117,0,0,0.047157,21.9,16.38
20,20,3.5,16,16,336,0,0,0.235719,58.4,18
30,30,8.1,37.6,20,0,0,0.14285,0.848562,73,11.16
20,20,3.1,20,12,0,0,0,0.612843,43.8,212.76
430,430,0.9,20,4,0,0,0,1.602843,14.6,1.08
60,60,11.5,29.6,6,3,22.857,0.42855,0.895719,21.9,5.94
20,20,0.3,16.8,10,0,0,0.07145,0.707157,36.5,0.18
,,1.7,12.8,6,0,0,1.07145,0.33,21.9,1.8
,,0.2,12,6,0,0,0,0.04125,21.9,37.62
0,0,0.4,19.2,,0,0,0,0.141438,,15.66
0,0,0.6,16,18,0,0,0,0.471438,65.7,36.54
,,0.3,20,,0,0,0,0.047157,,42.66
,,1.1,12.8,,0,1.25,0.3125,0.165,,29.34
10,10,0.7,13.6,,0,0,0.7143,0.188562,,1.26
80,80,4.5,20.8,6,0,0,4.85715,0.848562,21.9,1.62
50,50,5.5,20,40,0,0,1.2143,0.518562,146,4.14
20,20,1,27.2,6,0,0,0,0.282843,21.9,2.34
20,20,1.3,15.2,,120,3.5715,0,1.697157,,0.18
2050,2050,68.7,260.8,8,21,0,0.14285,14.897157,29.2,6.3
0,0,6.7,268,,3,65.625,0,0.86625,,35.28
0,0,0.3,0.8,22,0,0,0,0.282843,80.3,0.18
20,20,0.6,23.2,,0,0,0,0.282843,,7.74
0,0,0,20,,0,0.7145,0,0.141438,,4.68
0,0,0.2,20,36,0,0,0,0.141438,131.4,38.88
10,10,2,16,22,0,0,0,0.377157,80.3,0.54
0,0,0,25.6,6,0,0,0,0.282843,21.9,2.34
20,20,4.6,26.4,6,117,0,0.14285,0.99,21.9,1.98
70,70,3.6,28.8,8,120,2.143,0,0.518562,29.2,4.5
0,0,1.3,20.8,6,111,3.75,0,1.03125,21.9,1.08
0,0,0,18.4,,111,0,0,0.094281,,3.24
30,30,1.8,28,,360,16.4285,0,0.895719,,30.24
140,140,7.4,26.4,,288,9.2855,0,1.508562,,16.2
50,50,6.9,20,4,0,0,0.14285,0.99,14.6,0.9
110,110,6.1,32,,0,0,0,0.235719,,3.24
20,20,3.6,18.4,8,0,0,2.5,0.377157,29.2,0.18
70,70,1.1,16.8,12,0,0,1.64285,0.141438,43.8,1.8
20,20,1.8,22.4,8,0,0,0.7143,0.612843,29.2,337.5
190,190,9,13.6,10,0,0,0.7143,1.555719,36.5,0.18
40,40,1.5,155.2,8,111,0.7145,0,0.801438,29.2,17.46
0,0,3.4,40,10,120,7.857,0.14285,1.367157,36.5,11.88
0,0,0.3,20.8,6,120,0,0,0.33,21.9,11.88
480,480,0.1,12.8,10,102,24.2855,0,1.178562,36.5,0.18
10,10,1.2,16.8,6,120,1.4285,0,0.471438,21.9,68.76
0,0,3.3,22.4,6,117,8.5715,0.64285,0.801438,21.9,106.92
120,120,5.1,18.4,16,333,9.375,0,1.27875,58.4,37.98
10,10,0.7,66.4,22,318,5.7145,0,0.801438,80.3,4.68
0,0,3.6,17.6,16,117,5,0.07145,1.508562,58.4,0.18
50,50,8.1,13.6,12,102,0,0,1.697157,43.8,2.16
190,190,0.3,36,6,318,47.143,0.2143,1.461438,21.9,3.96
50,50,11.3,16.8,6,0,0,0,1.36125,21.9,9.54
260,260,26.8,33.6,18,0,0,0,2.592843,65.7,86.22
10,10,0.2,12.8,6,0,0,0,0.047157,21.9,3.42
0,0,0.7,26.4,18,117,0.7145,6.5,0.235719,65.7,102.06
30,30,6.3,249.6,28,330,65.7145,1.2857,2.828562,102.2,4.14
150,150,0.7,3.2,6,0,0,0,0.471438,21.9,1.08
0,0,0.2,28,,0,0,0,0.565719,,0.72
10,10,1.7,81.6,12,15,0,0,0.66,43.8,0.18
,,0,19.2,6,0,0,0,0.047157,21.9,0.18
0,0,0,13.6,,0,0,0,0.047157,,1.98
0,0,0,13.6,,0,0,0,0.094281,,0.18
40,40,2.5,14.4,100,0,0,1,0.377157,365,9.36
0,0,0.3,24,6,0,0,0,0.377157,21.9,0.18
0,0,1.2,28,6,0,2.143,0,0.471438,21.9,18.36
360,360,11.3,16,6,0,0,0,0.518562,21.9,1.26
900,900,56.4,36,8,0,0,3.07145,3.347157,29.2,0.9
10,10,2.6,16.8,46,3,0,0.5,0.612843,167.9,36.54
0,0,1.1,28,6,0,0,0.07145,0.565719,21.9,22.86
300,300,4.7,17.6,100,3,6.4285,8,1.414281,365,38.88
110,110,9.2,16,22,0,0.7145,1.57145,0.377157,80.3,37.62
30,30,1.1,20,6,0,0,0,0.377157,21.9,122.22
0,0,0.6,16.8,6,108,2.143,0,0.99,21.9,4.86
0,0,3,25.6,8,0,5.7145,0,0.141438,29.2,16.02
0,0,1.3,24,18,0,1.4285,0,0.518562,65.7,12.6
10,10,1.9,18.4,40,0,11.25,0,1.27875,146,4.32
30,30,4.3,32,6,27,27.143,0,1.555719,21.9,4.32
90,90,4.8,20.8,,0,7.857,0,1.461438,,53.82
50,50,0.7,22.4,,114,5,0,0.99,,0.54
40,40,11.3,336,,51,0,0.625,2.18625,,125.28
0,0,0.1,15.2,2,114,7.143,0,0.895719,7.3,0.36
60,60,1.5,9.6,,0,0,0,0.047157,,0.18
240,240,1.3,16,22,0,0,0,0.895719,80.3,1.44
210,210,12.9,20,6,0,0,0,0.518562,21.9,7.56
70,70,1.5,16,12,18,0,0.35715,0.754281,43.8,6.84
110,110,5.2,15.2,16,0,0,0,0.612843,58.4,4.32
20,20,4.1,24,16,3,0,0.2857,0.565719,58.4,7.2
30,30,1.4,23.2,8,0,0,0,0.094281,29.2,3.06
10,10,2,25.6,16,0,6.4285,0.2143,1.037157,58.4,24.12
60,60,3.7,20.8,12,3,5.7145,0,0.801438,43.8,6.66
120,120,1.7,23.2,6,0,0,0.2143,0.424281,21.9,0.36
70,70,6.6,34.4,6,3,25,0,0.424281,21.9,78.84
0,0,0,23.2,,0,0,0,,,0.18
150,150,7.3,17.6,26,0,0,0,0.942843,94.9,63.18
270,270,44.9,38.4,6,9,0,0.35715,5.091438,21.9,11.34
,,0,16,2,0,0,0.35715,,7.3,1.8
0,0,0.1,16.8,8,0,0.7145,0,,29.2,36
0,0,0.1,28.8,,105,12.857,0,,,12.42
0,0,0,16.8,,0,0,0,,,47.88
0,0,0.4,22.4,,300,2.857,0.5,,,74.52
0,0,0,12,,276,0,0,,,0.9
0,0,0,22.4,6,0,2.857,0,,21.9,0.18
30,30,0.5,24,30,318,9.2855,0,,109.5,1.98
20,20,0,24,,300,2.143,2.92855,,,7.02
90,90,7.6,17.6,2,3,110.7145,2.2857,,7.3,1.8
,,0,10.4,12,120,0,0,,43.8,4.68
0,0,0,18.4,6,0,0,0,,21.9,4.86
0,0,0.2,24,6,0,1.4285,0,,21.9,15.84
,,0.2,16,6,0,1.4285,0,,21.9,8.64
0,0,0.3,28.8,,0,2.143,2.57145,,,2.52
0,0,0,28.8,6,0,0,0,,21.9,62.28
0,0,0,16,,0,0,0.2143,,,1.08
0,0,0,19.2,16,336,0,0,,58.4,1.62
0,0,0,19.2,,0,0,0,,,3.6
0,0,0,28.8,,0,0,0,,,2.16
0,0,0,27.2,6,0,0,0,,21.9,0.18
0,0,1.8,12.8,4,111,12.857,0.14285,,14.6,1.08
0,0,0,19.2,,117,0,0,,,0.9
0,0,0,17.6,,336,0,0,,,0.54
0,0,0.1,17.6,6,114,1.4285,0,,21.9,1.08
0,0,0.7,22.4,6,0,5,1.7143,,21.9,18
0,0,0,22.4,,0,0,0,,,1.44
0,0,0,13.6,,0,0,0,,,1.26
0,0,0,26.4,,0,0,0.14285,,,2.88
0,0,0.3,16.8,,99,2.143,0,,,6.84
0,0,0,12,,105,0,13.64285,,,2.16
0,0,0,11.2,,102,0,0,,,14.58
0,0,0,19.2,,117,0,8.57145,,,8.28
0,0,0.5,16.8,,99,5.7145,0.14285,,,0.54
0,0,0,20.8,,114,0,0,,,9.9
0,0,0,23.2,8,0,0,0,,29.2,3.24
50,50,0,17.6,,0,3.5715,0,,,2.16
0,0,0,19.2,,114,0,0,,,5.58
0,0,0.6,13.6,6,0,0.7145,0.14285,,21.9,7.2
