perf_var,perf_var,x1,x2,x3,x4,x5,x6,x7,x8,x9
60,60,0,12.8,,0,6.4285,0.7143,,,1.62
0,0,0,22.4,,0,0,0,,,2.7
0,0,0,24.8,,0,0.7145,1.7143,,,1.08
0,0,0,28,,0,0,0,,,3.06
0,0,0,8,,312,0,0,,,9.54
10,10,0,13.6,6,0,0.7145,0,,21.9,0.54
0,0,0,23.2,6,330,0,0.14285,,21.9,19.08
0,0,0,22.4,6,324,0,0,,21.9,0.36
0,0,0,17.6,8,324,0,0,,29.2,0.54
0,0,0,12,,0,4.2855,0.07145,,,0.36
20,20,0.3,11.2,,0,3.5715,0.07145,,,28.08
0,0,0,17.6,,0,0,0,,,0.54
0,0,0,19.2,,0,0,0,,,14.94
0,0,0,23.2,12,0,0,0,,43.8,1.8
0,0,0,24,,0,0,0.07145,,,1.44
0,0,0,23.2,2,0,0,0,,7.3,3.6
0,0,0,5.6,2,0,0,0,,7.3,1.08
0,0,0,23.2,,0,0,7.07145,,,0.54
0,0,0,24.8,,0,0,0,,,0.18
0,0,0,16,,0,0,0,,,3.42
0,0,0,23.2,,0,0,0,,,10.62
0,0,0,16,6,114,0,0,,21.9,14.58
0,0,0,23.2,,0,0,0,,,2.34
40,40,0,13.6,,0,2.857,0.07145,,,8.1
0,0,0,31.2,6,0,0,0.07145,,21.9,9.36
0,0,0,20,,0,0,0,,,1.08
0,0,0,16,,117,0.7145,0,,,0.18
0,0,0,18.4,,105,0,0,,,1.08
0,0,0,19.2,,120,1.4285,0,,,6.3
0,0,0,28.8,,117,0,0,,,1.98
0,0,0.3,20,6,0,2.857,1.7143,,21.9,8.1
0,0,0,24,8,120,0,0,,29.2,4.5
0,0,0,36,,117,0,0,,,7.74
0,0,0.1,19.2,,117,1.4285,3.42855,,,9.72
0,0,0,24.8,6,114,0,1.14285,,21.9,33.84
0,0,0,12.8,6,120,0,0,,21.9,2.16
0,0,0,32,,0,0,0,,,3.06
0,0,0,10.4,,303,0,0,,,37.08
0,0,0,20.8,6,0,0,0.35715,,21.9,2.52
80,80,0.7,17.6,4,120,10.7145,2,,14.6,4.5
210,210,0,14.4,6,114,15,0,,21.9,0.36
0,0,0,21.6,,111,0,0,,,1.08
0,0,0,23.2,,120,0,0,,,1.44
0,0,0,21.6,,0,0,0,,,27.54
0,0,0,23.2,,114,0,0,,,29.7
0,0,1.3,16.8,,105,14.2855,3.85715,,,0.36
0,0,0.1,21.6,,117,0.7145,0.14285,,,3.24
0,0,0,21.6,,0,0,0,,,172.26
0,0,0,27.2,,291,1.4285,3.07145,,,15.66
0,0,0,19.2,4,0,2.857,0.35715,,14.6,0.54
0,0,1,25.6,6,114,12.857,3.42855,,21.9,7.56
0,0,0,17.6,12,108,0,1.5,,43.8,7.38
0,0,0.6,15.2,,0,4.2855,0,,,0.36
,,0,15.2,6,0,0,1.07145,,21.9,12.42
0,0,0,22.4,54,0,3.5715,0,,197.1,17.82
10,10,0.5,16,24,0,5,0.14285,,87.6,72.72
0,0,0,17.6,,117,0,0,,,1.62
0,0,0,20,4,0,0,0,,14.6,10.44
0,0,0.5,27.2,12,117,4.2855,0,,43.8,15.3
0,0,0,21.6,,0,0,0,,,9.72
0,0,0.9,25.6,6,0,6.4285,2.42855,,21.9,3.06
0,0,0.1,19.2,6,120,1.4285,0.07145,,21.9,31.32
0,0,0,28,,0,0,0,,,2.34
0,0,0,16,,111,2.143,0.07145,,,0.54
0,0,0,15.2,8,111,0,0.2857,,29.2,49.86
0,0,0,23.2,6,102,0,0,,21.9,0.18
60,60,1,17.6,8,120,14.2855,0,,29.2,2.52
0,0,0,19.2,6,111,0,0,,21.9,101.34
0,0,0.4,4,2,0,19.2855,0.07145,0.424281,7.3,0.18
0,0,0,23.2,,624,0,0,0.99,,3.42
30,30,2,25.6,12,0,8.5715,0.7143,0.282843,43.8,1.44
0,0,0.3,24.8,14,0,0,0,0.094281,51.1,5.4
90,90,3.7,27.2,,0,4.2855,0.42855,0.518562,,0.54
10,10,2.8,12,14,117,2.857,0,0.895719,51.1,3.24
330,330,9.3,24,,336,15.7145,0.2857,2.498562,,7.92
270,270,45.1,32,16,108,150,0.2857,6.552843,58.4,7.02
0,0,1,22.4,,315,21.4285,1.7143,0.471438,,0.54
0,0,0,15.2,,120,1.4285,6.7857,0.282843,,18
0,0,0.1,15.2,,0,2.857,26.2143,0.094281,,5.4
160,160,6.9,22.4,,0,18.5715,0.2143,0.188562,,5.22
10,10,1.5,20,6,114,5.7145,0,1.272843,21.9,4.14
,,,29.6,12,,3.5715,0,0.565719,43.8,0.18
,,,27.2,6,,14.375,0,2.10375,21.9,0.18
,,,28.8,12,,1.25,0.4375,0.70125,43.8,7.02
10,10,1.2,11.2,6,0,0,0,0.424281,21.9,47.16
,,0.6,21.6,8,0,0,0,0.141438,29.2,2.88
0,0,0.7,24,6,0,0,0,0.33,21.9,6.48
10,10,1.6,4,12,0,0,1.64285,0.33,43.8,423.18
0,0,0.1,19.2,,0,0,0,0.235719,,66.6
0,0,0,17.6,,0,0,0,0.047157,,0.18
0,0,0.6,18.4,6,0,0,0,0.141438,21.9,7.56
10,10,0.7,19.2,,0,0,0,0.188562,,1.26
,,1.5,25.6,,3,0,0,0.235719,,20.7
,,0,18.4,,0,0,0,0.04125,,0.18
0,0,0.3,28,,3,0,0,0.141438,,287.82
290,290,19.3,17.6,,0,0,3.5,1.791438,,84.24
90,90,13,28.8,,0,0,0,0.424281,,189.36
10,10,1.4,16,6,0,0,0,0.424281,21.9,8.64
50,50,7.7,12.8,8,6,0,0,1.414281,29.2,96.84
30,30,2.7,35.2,32,0,0,1.5,0.33,116.8,41.4
50,50,13,11.2,12,0,51.4285,0.14285,1.131438,43.8,18.9
20,20,0.2,29.6,6,0,0,0,0.141438,21.9,6.48
70,70,6.1,20.8,10,0,0,1.07145,0.66,36.5,4.32
0,0,0.2,14.4,,117,0,0,0.188562,,142.38
0,0,0.3,30.4,6,0,0,0,0.188562,21.9,5.58
40,40,1.3,31.2,6,0,0,1.2857,0.66,21.9,14.4
0,0,0.8,20.8,18,0,0,0.7143,0.094281,65.7,53.82
,,0,24.8,,0,0,0,,,0.18
0,0,0,18.4,,0,0,0,,,0.18
20,20,3.3,357.6,,18,0,0,1.414281,,1.8
0,0,0.2,18.4,2,0,1.4285,0,,7.3,17.1
,,0,19.2,6,0,0,0.07145,,21.9,24.84
0,0,0,14.4,,0,0,0,,,39.06
0,0,0,19.2,,0,0,0,,,0.36
0,0,3.3,29.6,4,6,23.5715,0.2143,,14.6,1.26
,,0,13.6,,0,0.7145,0,,,1.8
,,0,11.2,,0,2.857,0.2857,,,1.62
0,0,0.4,25.6,,0,3.5715,0.7857,,,18
0,0,1,16.8,,0,7.143,0,,,1.08
0,0,0,20,,306,0,0,,,2.88
0,0,0,24.8,,312,0,0,,,12.24
0,0,0.3,24.8,8,3,3.5715,0.2143,,29.2,13.14
0,0,0,20.8,4,0,0,0,,14.6,10.44
0,0,0,20.8,10,336,1.4285,0.35715,,36.5,1.26
0,0,0,20,6,615,0,0,,21.9,2.34
0,0,0.3,31.2,8,288,2.143,0.5,,29.2,126.36
0,0,0,32,6,369,0,0,,21.9,22.5
60,60,0.4,34.4,4,330,10,0.07145,,14.6,1.26
,,0.1,12.8,14,0,0.7145,0,,51.1,1.26
,,0,24.8,14,0,0,0,,51.1,1.26
0,0,0,11.2,8,0,0.7145,0,,29.2,0.9
,,0,9.6,,0,0,0,,,3.96
,,0,15.2,6,0,0,0.2857,,21.9,1.62
0,0,0,11.2,,0,0,0,,,0.54
0,0,0,12.8,2,0,0,0,,7.3,0.18
0,0,0,23.2,12,0,0,2,,43.8,1.08
,,0,30.4,22,0,1.4285,0.14285,,80.3,0.18
,,0,24,6,0,0,0.14285,,21.9,0.18
0,0,0,11.2,,0,0,0,,,7.38
0,0,0,28,,0,2.143,0.35715,,,1.44
0,0,0.1,14.4,,0,4.2855,0.2857,,,0.9
0,0,2.4,27.2,,0,22.857,39.7143,,,4.86
0,0,0,28,6,0,0,0,,21.9,5.94
0,0,0,22.4,,0,0,0.07145,,,1.62
0,0,0,12.8,,111,0,0,,,0.36
0,0,0.4,12.8,6,0,2.857,0,,21.9,51.12
0,0,0.4,12.8,,111,2.857,3.92855,,,10.26
10,10,0,18.4,,117,0.7145,0,,,6.84
0,0,0,14.4,14,117,0,0,,51.1,39.24
0,0,0.4,32,2,120,4.2855,0.64285,,7.3,61.74
0,0,0.2,19.2,,0,1.4285,0,,,0.9
10,10,0,27.2,,0,0.7145,0,,,0.72
0,0,0.2,14.4,2,114,1.4285,0,,7.3,17.46
10,10,0,17.6,,0,1.4285,0.35715,,,1.8
0,0,0,24,,120,4.2855,0.92855,,,1.8
0,0,0,22.4,,0,1.4285,0,,,34.02
0,0,0,32,4,0,0,0,,14.6,0.72
0,0,0,20.8,2,99,1.4285,0,,7.3,0.18
0,0,0.6,15.2,14,120,4.2855,0,,51.1,6.12
0,0,0,26.4,,0,0.7145,0,,,21.06
0,0,0,20.8,,105,1.4285,0.07145,,,0.54
0,0,0,16.8,,99,0,0.07145,,,3.06
0,0,0,24,4,114,0,0,,14.6,0.18
0,0,0,28.8,8,108,0,0,,29.2,23.4
0,0,0,29.6,6,324,2.857,0,,21.9,2.16
,,0,23.2,,0,0,0,,,7.74
,,0,17.6,,120,0.7145,0,,,3.96
0,0,0,22.4,,0,0,0,,,0.54
,,0,15.2,,0,0,0,,,0.72
,,0.1,19.2,4,0,1.4285,0,,14.6,4.5
,,0,24,2,0,0,0,,7.3,2.52
0,0,0,41.6,,0,0,0,,,0.36
0,0,0,17.6,,0,0,0.07145,,,9
0,0,0,21.6,6,0,0,0,,21.9,10.62
0,0,0,18.4,,0,2.143,0,,,0.9
0,0,0,14.4,,0,0,0,,,0.9
0,0,0.1,23.2,12,0,0.7145,0.42855,,43.8,38.7
0,0,0,20,8,0,0,0,,29.2,12.96
0,0,0,23.2,18,0,0,0,,65.7,0.54
0,0,0,19.2,,120,0.7145,0,,,11.52
0,0,0,11.2,,111,0.7145,0,,,1.08
0,0,0,12,6,114,2.857,1,,21.9,0.72
0,0,0,22.4,6,114,0,0.42855,,21.9,27.36
0,0,0,34.4,6,315,0,0,,21.9,7.92
10,10,0.8,23.2,,309,57.143,0.07145,0.707157,,2.34
20,20,8.2,16.8,,3,3.5715,0.92855,2.545719,,6.48
10,10,0.6,20.8,,0,0.7145,0,0.188562,,26.46
280,280,0.9,26.4,,117,13.5715,0,1.461438,,0.9
180,180,5.1,299.2,6,6,65.7145,0,0.942843,21.9,3.06
40,40,1.9,16,12,117,1.4285,0.92855,0.282843,43.8,0.18
10,10,2.8,32,,654,15,0,0.612843,,3.24
,,,24.8,22,,3.5715,0,2.404281,80.3,223.38
70,70,4.2,8,10,0,2.857,0,1.461438,36.5,1.26
900,900,31.6,323.2,,0,202.143,0,4.761438,,1.08
0,0,0.2,17.6,6,0,0,0,0.094281,21.9,113.76
,,0.3,13.6,,0,0,0,0.141438,,12.78
,,1.5,1.6,,0,0,0.07145,0.188562,,7.2
0,0,1.1,22.4,6,0,0,0,0.377157,21.9,35.1
,,0.1,17.6,16,0,0,0,0.188562,58.4,14.58
,,3.1,20,6,0,0,0.2857,0.282843,21.9,16.56
10,10,1.7,14.4,,0,0,0.125,0.28875,,17.82
250,250,1.4,13.6,,0,0,0,0.612843,,6.3
180,180,4.5,18.4,,0,2.143,0,0.612843,,6.3
10,10,1.1,4,8,0,0,0,0.801438,29.2,8.64
0,0,0.7,16,12,0,0,0,0.424281,43.8,3.42
110,110,3.6,22.4,16,0,0,0,1.32,58.4,20.34
220,220,2.5,22.4,2,24,0,3.14285,1.037157,7.3,10.8
0,0,0.7,22.4,8,0,0,0,0.188562,29.2,84.78
210,210,9,136,22,0,0,2,2.357157,80.3,19.8
190,190,16,617.6,22,654,0,0.64285,4.997157,80.3,28.08
410,410,21.8,42.4,8,27,0,0.35715,1.461438,29.2,8.28
590,590,25.8,17.6,4,0,0,0,1.885719,14.6,12.06
340,340,22.2,23.2,14,3,0,0.92855,1.65,51.1,2.34
10,10,2.8,14.4,10,0,0,0.7857,0.801438,36.5,23.4
120,120,6.4,24.8,6,0,0,0,0.848562,21.9,14.58
10,10,0.4,9.6,2,0,2.857,0.64285,0.377157,7.3,6.3
0,0,0.2,17.6,,0,0.7145,0,0.047157,,46.08
170,170,1.4,14.4,4,0,0,0,0.612843,14.6,0.18
10,10,0.1,12.8,,0,0,0,0.141438,,6.48
30,30,0.3,22.4,6,0,0,0,0.282843,21.9,1.98
20,20,0.9,13.6,6,0,4.2855,0.2143,0.188562,21.9,3.6
0,0,0.9,12.8,6,0,0,0,0.33,21.9,10.44
20,20,20.8,23.2,8,15,0,0.57145,1.885719,29.2,20.34
50,50,5.4,17.6,,0,0,0.07145,0.282843,,20.52
60,60,2.4,16,,6,0,0.2857,0.33,,7.92
0,0,0.4,20.8,2,0,0,0,0.047157,7.3,16.02
0,0,0.8,12,,0,0,0,0.141438,,9.72
10,10,0.4,23.2,6,0,0,0,0.235719,21.9,18.9
0,0,0.2,19.2,6,0,0.7145,0,0.33,21.9,1.8
0,0,1.5,15.2,6,117,6.4285,0,0.235719,21.9,9
0,0,0,15.2,,0,0,0,,,1.8
0,0,0,22.4,,0,0,0,,,13.68
0,0,0,18.4,,0,0,0,,,10.8
0,0,0.3,20,,1242,2.143,0.07145,,,26.1
,,0,14.4,,0,0,11.85715,,,27.18
480,480,0,12.8,,0,6.4285,0,,,4.68
0,0,0.2,27.2,2,0,1.4285,2.14285,,7.3,1.8
0,0,0,14.4,,0,0.7145,0,,,2.7
,,0.1,20.8,6,0,1.4285,0.64285,,21.9,18
0,0,1.1,25.6,,0,9.2855,0,,,6.84
0,0,0,17.6,6,114,0,0,,21.9,4.14
0,0,2.1,18.4,,0,15.7145,0,,,3.24
0,0,0.4,21.6,,0,3.5715,1.7143,,,0.54
0,0,0,21.6,,0,0,0.2143,,,9.72
30,30,0,22.4,,0,2.143,0,,,2.16
0,0,0.2,20,,648,2.143,0.2143,,,1.44
0,0,0,17.6,,300,0,0.14285,,,61.56
0,0,0,41.6,,318,2.143,2.7143,,,2.34
160,160,0.1,17.6,4,303,12.857,0,,14.6,6.48
0,0,0,15.2,4,324,0.7145,0,,14.6,2.52
0,0,0.1,25.6,14,330,0.7145,0.35715,,51.1,0.54
0,0,0.1,20.8,,300,0.7145,0,,,5.4
0,0,0,32,,0,0,0,,,444.78
0,0,0,21.6,6,0,0,0,,21.9,0.9
50,50,0,12,,0,3.5715,0,,,3.24
0,0,0.4,20.8,12,3,4.2855,0.07145,,43.8,12.6
0,0,0,27.2,,0,0,0,,,3.06
0,0,0,30.4,,0,0,0,,,13.32
0,0,0,28.8,,0,0,0,,,6.12
0,0,0,16,,0,0.7145,0,,,7.2
0,0,0,13.6,6,0,0,0.57145,,21.9,66.24
0,0,2.3,14.4,,117,17.857,0.14285,,,22.68
0,0,0,16.8,,114,0,0,,,0.54
0,0,0.3,20.8,6,0,3.5715,0.2143,,21.9,23.22
0,0,0,27.2,4,114,0,12.7857,,14.6,112.14
,,0,13.6,8,0,0,0.2857,,29.2,16.38
0,0,0,28,,0,0,0,,,0.72
0,0,0,16,,0,0,0.14285,,,0.72
0,0,0.2,18.4,,0,1.4285,0,,,24.66
0,0,0,20.8,6,0,0,0.07145,,21.9,10.26
0,0,0,20,6,114,0,2.92855,,21.9,37.44
0,0,0,24,8,99,0,0,,29.2,1.8
30,30,0.3,19.2,,0,10,0,,,0.72
70,70,0.2,26.4,,0,7.857,0.07145,,,1.8
0,0,0,20,,114,0,0,,,0.36
0,0,0.6,22.4,,0,4.2855,0,,,12.78
0,0,0,25.6,6,0,0,0.85715,,21.9,0.72
0,0,0,18.4,6,0,0,0.14285,,21.9,0.9
0,0,0.2,29.6,8,0,1.4285,0,,29.2,0.9
0,0,0.6,24.8,24,114,4.2855,0.2143,,87.6,9.72
0,0,0.3,17.6,6,117,2.857,2.07145,,21.9,3.42
0,0,0,23.2,6,99,0,4.07145,,21.9,0.18
0,0,0.6,24.8,10,336,4.2855,0.07145,,36.5,10.62
0,0,0.1,39.2,6,354,0.7145,0,,21.9,1.26
0,0,0,15.2,2,0,5.7145,0.07145,,7.3,0.18
,,0,32,,0,0,0,,,3.42
0,0,1.6,25.6,,6,12.857,1.14285,,,62.46
0,0,0.2,18.4,,0,2.143,0,,,21.42
0,0,0,28.8,6,0,0,0,,21.9,0.18
100,100,2.5,20.8,14,3,26.4285,17.14285,,51.1,3.42
0,0,0,16.8,,0,0,0.07145,,,2.7
0,0,0.1,27.2,,0,0.7145,0,,,2.88
0,0,0,29.6,,0,0,0,,,8.64
0,0,0,15.2,,108,0,0,,,142.74
0,0,0.8,27.2,,117,5.7145,0.2143,,,19.08
50,50,0.1,20.8,,120,5,2.2143,,,8.46
0,0,0,20.8,2,120,0,1.07145,,7.3,20.16
0,0,0.1,17.6,10,117,0.7145,0,,36.5,15.84
0,0,0,21.6,4,114,0,0,,14.6,244.62
,,0,17.6,,0,0,2.14285,,,0.36
50,50,1.8,28.8,,0,4.2855,0,,,2.16
0,0,0,17.6,,114,7.857,0.07145,,,1.44
0,0,0,19.2,,0,0,0,,,27.54
0,0,0,12.8,6,111,0,0,,21.9,50.04
0,0,0,23.2,12,690,0,0,,43.8,0.18
0,0,0,17.6,,108,2.143,0.35715,,,0.54
0,0,0,26.4,,303,4.2855,2.42855,,,40.32
0,0,2,20.8,6,117,15,0,,21.9,10.98
400,400,19.7,209.6,8,6,57.143,8.92855,3.205719,29.2,11.52
0,0,0.1,785.6,,1053,258.5715,0,2.781438,,3.42
710,710,14.9,34.4,,336,15.7145,13.07145,3.535719,,119.52
40,40,2,20,16,0,8.5715,0.2143,1.225719,58.4,0.18
,,0,8.8,8,0,0,0,0.047157,29.2,449.46
0,0,0.1,29.6,,0,0,0,0.094281,,39.96
30,30,1.7,22.4,,0,0,0,0.282843,,27.54
0,0,0.5,19.2,6,0,0,2.5,0.377157,21.9,123.3
0,0,2.1,19.2,16,3,0,0.07145,0.094281,58.4,5.04
0,0,1.5,21.6,,0,0,0,0.471438,,1.26
30,30,1.3,22.4,,0,0,0,0.754281,,48.78
0,0,0.9,15.2,8,120,1.4285,0,0.471438,29.2,56.7
30,30,2.9,18.4,24,0,0,0,0.518562,87.6,35.1
10,10,0.4,15.2,,120,0,0,0.235719,,45.9
100,100,2.5,24.8,12,0,0,0.57145,0.235719,43.8,1.44
20,20,0.4,0,,105,0,0,0.094281,,3.96
40,40,3.1,30.4,,3,0,0,0.33,,82.98
50,50,0.7,12,6,0,0,0,0.094281,21.9,1.98
20,20,2,6.4,6,0,0,0,0.377157,21.9,3.42
10,10,0,21.6,,0,0,0,0.094281,,6.66
10,10,0,17.6,,0,0,0,0.094281,,5.22
0,0,0.2,30.4,,117,0,0,0.188562,,10.08
90,90,3.9,14.4,2,3,0,0,0.99,7.3,2.34
600,600,27.6,20,6,0,0,2.85715,4.902843,21.9,3.96
230,230,6.7,30.4,14,0,0,3.5,0.282843,51.1,4.32
10,10,2.2,20.8,52,0,2.143,0,0.66,189.8,21.42
580,580,29.1,44.8,8,12,0,3.85715,3.488562,29.2,18.54
170,170,4.2,25.6,6,0,0,0,1.414281,21.9,0.36
10,10,1.6,21.6,12,0,0,0,0.942843,43.8,9.18
10,10,2.5,33.6,6,6,0,0,1.32,21.9,42.12
0,0,1.6,16,,0,0,1,1.272843,,0.72
,,0.5,7.2,48,0,0,0,0.235719,175.2,0.18
10,10,1.8,15.2,,0,0,0,0.141438,,0.9
0,0,0.6,23.2,,0,0,0,0.33,,0.72
10,10,2.3,25.6,16,0,0,0.14285,0.424281,58.4,12.42
0,0,0.2,22.4,6,0,0,0,0.047157,21.9,11.52
10,10,0.8,19.2,6,0,0,0,0.282843,21.9,0.9
0,0,1.1,155.2,,0,0,0.07145,0.33,,0.18
90,90,3.8,11.2,8,0,0,4.14285,1.555719,29.2,11.7
0,0,3.3,21.6,,105,10,0,0.33,,11.34
30,30,0,16,6,0,0,0,0.282843,21.9,9.9
20,20,4.1,20.8,6,0,0,0.07145,0.518562,21.9,3.6
50,50,1.8,17.6,10,0,1.4285,0.5,0.66,36.5,0.9
10,10,1,28,6,324,0,0,0.33,21.9,18.36
190,190,0.5,12.8,14,105,5.7145,0,3.3,51.1,2.34
30,30,3.5,13.6,16,0,0,0,0.66,58.4,89.64
20,20,1.7,24,40,0,0,0,0.7425,146,62.1
10,10,2.6,26.4,6,0,0,0,0.188562,21.9,2.34
0,0,2.8,29.6,6,0,0,0.07145,0.33,21.9,93.78
440,440,4.6,19.2,,0,0,0,1.037157,,1.98
90,90,0.3,9.6,4,0,0,0.5,0.424281,14.6,0.72
0,0,0.3,14.4,12,0,0,0.5,0.188562,43.8,28.08
230,230,10,20.8,14,6,0,0.2143,4.478562,51.1,10.62
80,80,5.4,51.2,4,3,0,1.35715,1.178562,14.6,1.8
190,190,13.2,21.6,4,6,49.375,3.125,0.66,14.6,7.56
0,0,1.8,18.4,6,111,19.2855,0.2143,0.612843,21.9,30.06
0,0,2.6,19.2,4,120,0.7145,0.35715,0.754281,14.6,10.26
0,0,1.6,21.6,6,117,2.143,0.7857,0.848562,21.9,2.34
0,0,0.2,24.8,6,114,0.7145,0.14285,0.377157,21.9,147.6
0,0,0,28.8,12,117,0.7145,0,0.235719,43.8,1.8
220,220,0,22.4,10,321,4.2855,0,0.565719,36.5,1.62
0,0,0.3,40,6,324,0.7145,0,0.282843,21.9,16.02
40,40,1.9,19.2,6,0,12.857,0.14285,0.801438,21.9,0.36
30,30,2.4,22.4,6,0,3.5715,3.92855,0.801438,21.9,8.82
80,80,9,28.8,6,327,35,2.07145,1.744281,21.9,2.52
0,0,0.8,19.2,14,315,5,0,0.424281,51.1,12.78
60,60,3.5,235.2,4,327,12.143,1.5,1.32,14.6,12.78
10,10,0.3,18.4,12,105,0,0,0.235719,43.8,1.26
200,200,33.6,417.6,6,63,0,5.2143,8.202843,21.9,42.84
160,160,0.7,31.2,8,3,0,0,0.942843,29.2,0.36
80,80,2.2,18.4,14,0,2.857,0,0.471438,51.1,58.86
80,80,3.6,20.8,8,114,5.7145,0,0.282843,29.2,18.36
180,180,7,26.4,34,120,4.2855,0.2143,1.461438,124.1,1.8
30,30,3.2,21.6,14,120,2.143,0.2857,2.875719,51.1,14.94
40,40,6,37.6,6,330,1.4285,9.14285,1.225719,21.9,24.12
640,640,32.4,50.4,10,21,0,1.35715,2.357157,36.5,123.48
40,40,3.1,12.8,6,102,0.7145,0,0.895719,21.9,435.24
0,0,0.8,14.4,8,309,2.857,0,1.414281,29.2,4.68
90,90,2.8,16,6,105,0.7145,0,0.565719,21.9,3.24
40,40,0.8,16,6,318,33.5715,0.35715,1.414281,21.9,1.44
0,0,0,22.4,,0,0,0,0.141438,,0.18
0,0,0,20.8,,0,0,0,0.094281,,0.18
10,10,0.4,35.2,2,0,0,0,0.471438,7.3,0.9
0,0,2.7,16,,0,1.4285,0,0.377157,,4.32
50,50,3.7,21.6,,0,0,0,1.178562,,0.18
10,10,1.5,32,4,0,0,0,0.471438,14.6,0.54
20,20,2.6,18.4,6,6,0,0,0.33,21.9,10.26
200,200,6.1,20.8,6,0,0,0,1.178562,21.9,15.66
110,110,7.2,25.6,10,0,0,0.7143,1.178562,36.5,0.18
0,0,0,12,,0,0,0,0.188562,,0.18
30,30,3.4,17.6,2,0,0,0.14285,0.282843,7.3,15.66
10,10,0.6,15.2,,0,0,0,0.094281,,3.42
10,10,0.4,7.2,,0,0,0.7143,0.235719,,1.8
20,20,0,29.6,,0,0,0,0.094281,,3.78
70,70,0.3,19.2,,117,12.857,0,0.612843,,1.08
10,10,0.1,10.4,6,0,0,0,0.141438,21.9,0.36
40,40,1.8,16.8,8,114,0.7145,0,0.612843,29.2,8.1
40,40,0.3,20.8,10,0,1.4285,0.92855,0.235719,36.5,2.7
0,0,1.7,23.2,12,0,6.25,0,0.45375,43.8,0.72
20,20,1.3,15.2,6,111,0,0,0.895719,21.9,12.06
10,10,0.7,17.6,,0,0,0,0.188562,,3.96
160,160,19.9,21.6,,0,0,3,1.131438,,1.26
40,40,4.5,16.8,24,0,0,1.85715,0.235719,87.6,9.72
190,190,4.5,28,16,6,0,0.2143,0.801438,58.4,0.18
0,0,0.5,21.6,6,0,0,0.14285,0.377157,21.9,65.16
10,10,2,19.2,14,3,0,0,0.424281,51.1,2.16
10,10,0.6,17.6,6,0,0,0,0.282843,21.9,11.52
20,20,5,20,8,3,5.7145,0.57145,0.66,29.2,48.06
40,40,3,20.8,22,0,7.143,0.57145,0.612843,80.3,1.62
30,30,41.8,24.8,4,114,139.2855,0.14285,1.367157,14.6,1.44
0,0,6.4,144,8,6,20.7145,0,0.33,29.2,7.38
490,490,8.7,30.4,8,120,13.5715,0,5.845719,29.2,169.02
230,230,13.3,24.8,30,0,9.2855,0,3.064281,109.5,10.8
60,60,4.9,51.2,94,15,0,4.5,1.03125,343.1,66.96
260,260,0.6,25.6,,0,0,0,0.61875,,9.36
140,140,2.9,13.6,6,0,0,0,0.518562,21.9,11.88
130,130,0.1,12.8,6,0,0,0.07145,0.471438,21.9,5.4
100,100,5.1,17.6,6,0,5,1.42855,0.377157,21.9,84.42
140,140,26.4,163.2,24,141,82.143,0.2143,2.828562,87.6,22.86
20,20,2.7,24,12,114,3.5715,0,0.942843,43.8,3.6
0,0,0,22.4,,0,0,0,0.047157,,0.18
60,60,6,16.8,8,0,10.625,0.0625,0.94875,29.2,2.16
110,110,3.9,20.8,,0,0,0.07145,0.612843,,2.88
0,0,0,26.4,,0,0,0,0.094281,,0.18
0,0,0.1,24.8,6,0,0,0,0.377157,21.9,11.16
10,10,2.9,22.4,10,0,0,0.0625,0.99,36.5,123.66
0,0,2.6,17.6,6,0,0,0,0.518562,21.9,2.7
0,0,0.2,33.6,6,0,0,0,0.094281,21.9,0.36
0,0,0.3,26.4,8,0,1.4285,0,0.33,29.2,0.36
100,100,4.1,20.8,8,3,16.4285,0.2143,0.565719,29.2,100.08
30,30,9.1,22.4,18,6,61.4285,0.14285,0.942843,65.7,21.78
20,20,1.2,18.4,6,120,0,0.5625,0.9075,21.9,18.72
0,0,4.9,21.6,14,3,5.7145,0.07145,1.084281,51.1,10.98
240,240,7.8,20,36,0,7.143,1.92855,1.461438,131.4,7.38
470,470,15.8,157.6,14,12,0,2,3.017157,51.1,19.26
0,0,2.7,18.4,,0,0,0,0.78375,,8.1
20,20,4.4,24,2,0,0,0.64285,1.932843,7.3,31.68
40,40,3.3,17.6,6,0,0,0.7143,0.377157,21.9,18.36
20,20,2.2,268.8,8,0,0,0.2857,1.461438,29.2,2.52
50,50,4.9,13.6,6,0,1.875,0,1.4025,21.9,73.62
70,70,6.9,20,12,0,13.5715,0,1.225719,43.8,1.44
0,0,1,16,8,117,9.2855,0,0.565719,29.2,0.18
40,40,13.1,16.8,6,0,24.375,0,1.65,21.9,1.44
160,160,33.8,17.6,14,0,45,0.0625,1.60875,51.1,3.78
0,0,0.2,29.6,,0,0,0.8125,0.37125,,4.5
100,100,0.5,16.8,,0,0,0,0.424281,,1.62
20,20,3.3,185.6,,0,0,0,0.70125,,3.42
60,60,1.8,19.2,,0,0,0,0.141438,,36.72
20,20,0.9,28,,0,0,0,0.235719,,50.58
20,20,1.6,23.2,,0,18.5715,0,0.754281,,1.62
0,0,0.1,26.4,,0,0,0,0.047157,,3.6
10,10,2.1,30.4,,0,2.857,0,0.282843,,2.16
80,80,7.5,26.4,,0,14.375,0,0.99,,28.8
720,720,28.5,35.2,,3,56.875,10,1.65,,25.92
60,60,4.6,8.8,,0,9.2855,0,0.188562,,8.64
20,20,1.9,24,,105,0,0,0.094281,,0.36
